Campaign_ID,Campaign_Name,Platform,Date,Impressions,Clicks,Conversions,Ad_Spend,Revenue
CAMP1302,Holiday Deals,TikTok Ads,19/03/2024,104614,6257,640,3750.35,33067.41
CAMP1303,Holiday Deals,Google Ads,03/01/2024,85810,3529,419,690.71,12037.75
CAMP1304,Flash Sale,Email Marketing,12/10/2024,139333,5373,125,1898.79,3663.3
CAMP1305,Brand Awareness,Email Marketing,07/01/2024,81506,3176,385,3679.25,29242.16
CAMP1306,New Product Launch,Affiliate,23/09/2024,49455,2867,120,1490.81,5620.88
CAMP1307,Summer Sale,Google Ads,26/03/2024,118947,3487,205,3956.8,11503.06
CAMP1308,New Product Launch,Email Marketing,31/10/2024,56261,2365,88,232.48,5242.09
CAMP1309,Flash Sale,TikTok Ads,13/08/2024,92749,3723,473,3324.98,37574.79
CAMP1310,Retargeting Campaign,TikTok Ads,04/11/2024,57652,2509,108,2111.55,5606.69
CAMP1311,Clearance Event,Affiliate,04/02/2025,68550,2249,126,3972.16,7119.2
CAMP1312,New Product Launch,Affiliate,06/10/2024,52166,3011,275,4774.42,18194.61
CAMP1313,New Product Launch,Email Marketing,12/02/2025,81370,5548,160,4269.38,15920.73
CAMP1314,Clearance Event,Meta Ads,20/11/2024,84385,2273,240,3633.13,23737.84
CAMP1315,Holiday Deals,Email Marketing,02/11/2024,130628,6630,593,4632.78,63429.28
CAMP1316,Flash Sale,Affiliate,19/01/2024,99248,5866,736,3050.34,82019.93
CAMP1317,Holiday Deals,Meta Ads,02/12/2024,98063,2122,211,2903.46,17830.16
CAMP1318,Flash Sale,TikTok Ads,11/02/2025,117841,2052,67,1265.61,6343.92
CAMP1319,New Product Launch,Email Marketing,10/07/2024,107533,4560,494,3514.1,17326.8
CAMP1320,Winter Promo,Email Marketing,23/02/2024,82445,3225,467,757.13,53269.58
CAMP1321,Summer Sale,TikTok Ads,08/06/2024,94932,3975,186,2518.04,12576.62
CAMP1322,Clearance Event,Email Marketing,12/06/2024,22609,701,87,752.41,9127.87
CAMP1323,Holiday Deals,Meta Ads,14/01/2025,68940,3179,291,1788.75,18227.35
CAMP1324,Clearance Event,Meta Ads,12/02/2025,111180,6012,265,3355.08,15782.93
CAMP1325,New Product Launch,Email Marketing,30/10/2024,117604,4377,488,1187.77,46473.48
CAMP1326,Holiday Deals,Affiliate,22/02/2024,145742,3364,209,2396.24,9663.19
CAMP1327,Clearance Event,Affiliate,23/11/2024,87157,4513,448,3017.62,24547.02
CAMP1328,Clearance Event,Affiliate,29/03/2024,82973,6165,596,3426.13,30585.87
CAMP1329,New Product Launch,TikTok Ads,29/02/2024,52984,1914,73,2064.62,5813.91
CAMP1330,Flash Sale,Email Marketing,05/04/2024,132577,7223,795,3297.25,95392.01
CAMP1331,Summer Sale,Email Marketing,27/05/2024,41777,964,124,3173.17,13212.48
CAMP1332,Winter Promo,Email Marketing,10/03/2024,56151,3765,547,2626.1,38014.85
CAMP1333,Clearance Event,Email Marketing,29/12/2024,121353,5364,164,348.13,15761.33
CAMP1334,Retargeting Campaign,Google Ads,20/05/2024,63941,3045,127,2395.14,11969.98
CAMP1335,Clearance Event,Affiliate,18/09/2024,34677,1736,95,2806.91,11313.49
CAMP1336,Winter Promo,Email Marketing,06/10/2024,62289,4938,164,4184.34,15602.07
CAMP1337,Retargeting Campaign,Google Ads,18/08/2024,73895,2542,320,2307.54,38206.65
CAMP1338,New Product Launch,Meta Ads,19/02/2025,96915,6810,676,2255.2,55171.82
CAMP1339,New Product Launch,Meta Ads,16/02/2025,20560,1026,91,3064.92,3352.23
CAMP1340,Retargeting Campaign,TikTok Ads,20/10/2024,75082,5756,500,4520.75,50759.05
CAMP1341,Summer Sale,Email Marketing,31/01/2024,77698,5492,200,4357.18,8993.54
CAMP1342,Brand Awareness,Meta Ads,24/01/2025,107944,4777,454,1489.84,27885.82
CAMP1343,Clearance Event,Google Ads,20/11/2024,29404,1123,131,3534.58,14112.86
CAMP1344,Clearance Event,Email Marketing,16/06/2024,5648,400,52,647.08,6095.18
CAMP1345,Brand Awareness,Google Ads,11/02/2025,145096,5490,800,4159.27,55577.2
CAMP1346,Brand Awareness,TikTok Ads,21/06/2024,148474,7491,701,2529.62,38116.15
CAMP1347,Winter Promo,Google Ads,20/02/2024,125476,1397,196,958.32,12867.76
CAMP1348,Flash Sale,Meta Ads,18/12/2024,39580,2839,168,4397.23,18086.8
CAMP1349,Holiday Deals,TikTok Ads,08/05/2024,26606,958,131,994.52,7812.07
CAMP1350,Retargeting Campaign,Meta Ads,07/08/2024,28907,1712,34,2488.67,1131.18
CAMP1351,New Product Launch,Affiliate,14/12/2024,121671,1295,143,4122.12,16990.62
CAMP1352,Flash Sale,Meta Ads,01/09/2024,23567,613,19,4068.59,576.08
CAMP1353,Brand Awareness,TikTok Ads,11/03/2024,105328,6755,796,839.1,94958.04
CAMP1354,Summer Sale,Google Ads,28/09/2024,7221,380,15,1885.7,619.58
CAMP1355,Summer Sale,Email Marketing,11/11/2024,120968,8491,265,682.23,25239.81
CAMP1356,Flash Sale,TikTok Ads,07/08/2024,87445,5716,298,3294.18,13355.38
CAMP1357,Retargeting Campaign,Google Ads,03/12/2024,84075,2049,202,1105.5,11953.37
CAMP1358,Winter Promo,Meta Ads,10/09/2024,106157,1899,161,3050.86,11725.41
CAMP1359,Winter Promo,TikTok Ads,11/06/2024,39598,1468,189,2220.14,14106.13
CAMP1360,Summer Sale,Email Marketing,29/01/2025,24134,269,7,1458.49,167.88
CAMP1361,Winter Promo,Email Marketing,16/09/2024,80101,4325,368,2194.07,33186.63
CAMP1362,Holiday Deals,Affiliate,02/10/2024,45024,1324,79,2654.26,3185.26
CAMP1363,Summer Sale,Affiliate,16/06/2024,107427,5484,653,3319.23,55057.99
CAMP1364,Retargeting Campaign,Email Marketing,08/01/2025,67557,949,29,2285.52,1894.78
CAMP1365,Winter Promo,TikTok Ads,07/12/2024,51044,937,104,3567.2,3783.86
CAMP1366,Brand Awareness,Affiliate,21/09/2024,72960,1582,57,3949.4,2671.96
CAMP1367,Holiday Deals,Google Ads,20/06/2024,117544,3413,96,3619.15,7455.86
CAMP1368,Holiday Deals,Email Marketing,21/08/2024,138898,4890,415,2921.05,23559.04
CAMP1369,Retargeting Campaign,Google Ads,20/10/2024,35234,915,78,411.38,8290.84
CAMP1370,New Product Launch,Google Ads,29/08/2024,100414,3696,146,4669.57,15439.28
CAMP1371,Flash Sale,Meta Ads,13/06/2024,70080,2742,311,1502.04,8642.29
CAMP1372,Brand Awareness,Google Ads,14/09/2024,18807,424,52,4910.79,6001.21
CAMP1373,Holiday Deals,Email Marketing,24/05/2024,86447,2845,261,238.25,10457.52
CAMP1374,Retargeting Campaign,Affiliate,04/05/2024,126615,4530,662,4989.38,64603.65
CAMP1375,New Product Launch,Meta Ads,04/01/2024,112488,1313,118,3252.52,10542.84
CAMP1376,Winter Promo,TikTok Ads,01/01/2024,103638,7195,824,698.96,60136.71
CAMP1377,New Product Launch,Email Marketing,08/09/2024,20701,1616,62,1543.16,1512.18
CAMP1378,New Product Launch,Affiliate,30/07/2024,102646,4320,506,2987.7,35694.64
CAMP1379,Flash Sale,Google Ads,30/10/2024,21327,862,125,1336.5,5762.39
CAMP1380,Brand Awareness,Email Marketing,24/12/2024,90524,2920,161,558.5,6483.67
CAMP1381,Holiday Deals,Meta Ads,24/02/2024,48089,1994,121,779.54,6755.28
CAMP1382,New Product Launch,Email Marketing,06/06/2024,126463,3610,128,956.55,11341.5
CAMP1383,Winter Promo,Meta Ads,16/06/2024,43882,719,37,1907.57,2639.8
CAMP1384,Retargeting Campaign,TikTok Ads,23/02/2025,50578,615,44,2370.57,4171.55
CAMP1385,New Product Launch,Google Ads,24/08/2024,31714,2101,80,257.39,8242.98
CAMP1386,New Product Launch,Meta Ads,11/04/2024,110010,3966,404,3294.49,31605.88
CAMP1387,Retargeting Campaign,Google Ads,12/01/2024,21900,522,54,4084.63,1576.68
CAMP1388,Brand Awareness,Google Ads,22/01/2024,125847,1704,238,2279.15,22001.45
CAMP1389,Clearance Event,Google Ads,14/07/2024,116847,2581,123,1098.33,5902.21
CAMP1390,Summer Sale,Google Ads,10/11/2024,69431,3840,325,4437.34,22068.51
CAMP1391,Holiday Deals,TikTok Ads,15/07/2024,40975,1612,166,4026.55,7455.85
CAMP1392,Winter Promo,Email Marketing,04/02/2025,99139,4320,525,1851.36,40196.68
CAMP1393,Brand Awareness,Email Marketing,18/05/2024,52137,616,60,340.66,6064.14
CAMP1394,Retargeting Campaign,Google Ads,18/02/2025,128649,6054,724,4998.11,84996.14
CAMP1395,Holiday Deals,Meta Ads,02/12/2024,68216,1954,246,4602.85,6295.35
CAMP1396,New Product Launch,Affiliate,12/02/2025,106822,3721,480,4257.06,18052.82
CAMP1397,Brand Awareness,TikTok Ads,29/10/2024,12394,734,48,2924.73,1642.09
CAMP1398,New Product Launch,Email Marketing,04/10/2024,86016,1917,47,469.61,3767.82
CAMP1399,Winter Promo,Affiliate,01/09/2024,5179,172,17,4070.94,919.29
CAMP1400,Summer Sale,TikTok Ads,31/01/2024,10744,218,24,879.93,746.21
CAMP1401,Brand Awareness,Google Ads,10/07/2024,108703,5546,353,1748.5,41507.88
CAMP1402,Flash Sale,Email Marketing,28/11/2024,88173,1956,285,3529.09,32172.09
CAMP1403,Brand Awareness,Meta Ads,06/12/2024,50967,1859,214,1613.68,8082.96
CAMP1404,Winter Promo,Affiliate,19/07/2024,13488,306,18,4082.27,1460.49
CAMP1405,Holiday Deals,Email Marketing,13/03/2024,91813,5708,290,4915.42,10668.74
CAMP1406,Holiday Deals,TikTok Ads,16/08/2024,7987,228,11,525.41,502.32
CAMP1407,Holiday Deals,Google Ads,25/01/2024,106171,4318,321,998.42,19710.02
CAMP1408,Flash Sale,TikTok Ads,06/10/2024,103395,1768,145,4347.44,12339.06
CAMP1409,New Product Launch,Meta Ads,19/08/2024,24322,1603,39,296.37,1798.4
CAMP1410,Holiday Deals,Google Ads,24/06/2024,49592,3578,146,560.01,16670.78
CAMP1411,Holiday Deals,TikTok Ads,31/10/2024,131546,7802,593,3337.45,47873.94
CAMP1412,Flash Sale,Meta Ads,28/01/2024,31544,1046,153,2164.54,11537.92
CAMP1413,Retargeting Campaign,TikTok Ads,01/06/2024,67271,1124,79,2838.38,5458.49
CAMP1414,Winter Promo,TikTok Ads,02/01/2024,117094,1889,240,3200.44,16327.88
CAMP1415,Holiday Deals,Google Ads,15/04/2024,49782,2721,400,2473.14,12620.36
CAMP1416,Flash Sale,Email Marketing,07/09/2024,74469,1219,110,1087.43,11940.42
CAMP1417,Brand Awareness,Meta Ads,16/08/2024,16696,474,38,1285.96,1780.54
CAMP1418,Winter Promo,Meta Ads,20/01/2025,30350,485,31,2798.96,3629.19
CAMP1419,New Product Launch,Affiliate,01/02/2024,106477,7164,533,2770.47,56865.45
CAMP1420,Clearance Event,Affiliate,30/04/2024,129849,4014,286,4298.91,6713.23
CAMP1421,Summer Sale,Google Ads,22/01/2025,122713,2712,401,4866.39,40439.27
CAMP1422,Summer Sale,Google Ads,04/08/2024,25543,2022,154,4986.89,12739.28
CAMP1423,Retargeting Campaign,TikTok Ads,07/01/2025,22566,363,33,2849.86,3486.86
CAMP1424,Clearance Event,Google Ads,06/02/2025,141986,9189,318,918.28,24377.69
CAMP1425,Holiday Deals,Google Ads,15/10/2024,31474,2045,271,4424.65,29210.92
CAMP1426,Retargeting Campaign,Email Marketing,01/12/2024,132293,6620,539,1026.56,32500.3
CAMP1427,Flash Sale,Google Ads,21/07/2024,91899,5361,141,2481.05,6607.04
CAMP1428,Brand Awareness,Google Ads,21/06/2024,84444,2682,347,4319.53,30704.37
CAMP1429,New Product Launch,Meta Ads,02/06/2024,121158,7776,479,3698.24,38558.5
CAMP1430,Holiday Deals,Meta Ads,14/08/2024,60414,4467,325,2525.41,23286.3
CAMP1431,Brand Awareness,Google Ads,20/09/2024,46673,681,76,2136.25,7451.92
CAMP1432,Winter Promo,Meta Ads,08/04/2024,57619,3951,207,2390.95,23143.24
CAMP1433,New Product Launch,TikTok Ads,07/07/2024,126692,5746,589,794.59,13580.17
CAMP1434,Brand Awareness,Email Marketing,31/10/2024,121943,2735,364,3017.03,20011.26
CAMP1435,Summer Sale,TikTok Ads,18/01/2025,28695,859,60,981.96,4633.55
CAMP1436,New Product Launch,Meta Ads,27/11/2024,64011,3676,202,2165.63,4445.06
CAMP1437,Winter Promo,Email Marketing,08/03/2024,50403,2624,55,1411.47,5527.97
CAMP1438,Retargeting Campaign,TikTok Ads,04/08/2024,103690,7217,574,1247.4,28823.13
CAMP1439,Flash Sale,Affiliate,22/02/2024,6926,317,33,4247.76,1894.96
CAMP1440,Retargeting Campaign,TikTok Ads,16/12/2024,33338,1457,92,1527.12,4831.26
CAMP1441,Retargeting Campaign,TikTok Ads,01/12/2024,83326,1931,168,1353.45,4313.81
CAMP1442,Flash Sale,TikTok Ads,14/12/2024,41681,2521,265,4987.85,12174.8
CAMP1443,Flash Sale,Email Marketing,17/07/2024,14258,724,108,4116.87,5866.2
CAMP1444,New Product Launch,Affiliate,22/11/2024,129711,9528,1022,2635.11,106841.85
CAMP1445,Summer Sale,TikTok Ads,19/02/2024,128412,2434,130,4080.05,12517.94
CAMP1446,Summer Sale,TikTok Ads,01/12/2024,28409,726,35,4382.87,2171.65
CAMP1447,Brand Awareness,TikTok Ads,13/05/2024,82083,3485,123,457.65,10263.08
CAMP1448,Holiday Deals,Email Marketing,09/04/2024,136197,2504,271,2743.22,16615.21
CAMP1449,Summer Sale,Meta Ads,12/04/2024,94828,3664,344,4551.78,22620.46
CAMP1450,Brand Awareness,Meta Ads,02/02/2025,26184,1155,117,1048.76,9763.64
CAMP1451,Winter Promo,Email Marketing,20/05/2024,59888,3789,158,3869.52,10895.32
CAMP1452,Holiday Deals,Meta Ads,10/11/2024,118694,6450,467,4833.57,27240.88
CAMP1453,Winter Promo,Affiliate,12/04/2024,102806,7865,1069,3832.87,78147.51
CAMP1454,Winter Promo,Google Ads,16/11/2024,70227,1814,243,1698.04,7355.81
CAMP1455,Retargeting Campaign,Meta Ads,03/02/2024,16984,524,30,3693.59,2389.11
CAMP1456,Brand Awareness,Email Marketing,17/12/2024,40072,1362,186,1924.4,7224.72
CAMP1457,Flash Sale,Google Ads,26/04/2024,63804,3885,143,3723.57,11292.61
CAMP1458,Summer Sale,Google Ads,06/07/2024,14794,536,55,3902,4527.24
CAMP1459,Winter Promo,Google Ads,30/11/2024,10175,136,4,2332.71,129.44
CAMP1460,Retargeting Campaign,Email Marketing,25/12/2024,45141,1100,120,244.66,7450.46
CAMP1461,Holiday Deals,Affiliate,18/05/2024,40956,1610,220,2655.61,17989.36
CAMP1462,Retargeting Campaign,Google Ads,05/02/2025,32856,1473,146,3934.2,15059.88
CAMP1463,New Product Launch,TikTok Ads,26/12/2024,112415,3448,86,2582.5,3506.17
CAMP1464,Clearance Event,TikTok Ads,30/04/2024,5717,62,1,730.07,77.42
CAMP1465,Clearance Event,Meta Ads,16/02/2024,139140,2122,242,4542.94,20432.95
CAMP1466,Clearance Event,TikTok Ads,15/05/2024,126707,1711,215,4395.87,22623.35
CAMP1467,Brand Awareness,TikTok Ads,06/08/2024,35382,589,69,420.27,7258.79
CAMP1468,Summer Sale,TikTok Ads,02/07/2024,119744,9203,505,3718.73,28917.42
CAMP1469,Brand Awareness,Meta Ads,28/02/2024,110061,4184,332,4211.4,29544.76
CAMP1470,Clearance Event,Email Marketing,28/11/2024,48720,872,96,481.5,10967.68
CAMP1471,Summer Sale,Google Ads,01/08/2024,131530,8701,941,1070.05,54554.55
CAMP1472,Brand Awareness,Affiliate,15/01/2024,39250,1719,143,4460.45,9161.84
CAMP1473,Holiday Deals,TikTok Ads,01/12/2024,87375,949,126,2719.13,11889.66
CAMP1474,New Product Launch,TikTok Ads,22/09/2024,142128,8268,829,2277.67,76819.45
CAMP1475,Clearance Event,TikTok Ads,05/12/2024,105893,2160,275,4481.9,22355.14
CAMP1476,Winter Promo,Meta Ads,15/09/2024,128021,8914,1185,559.35,81960.28
CAMP1477,New Product Launch,TikTok Ads,22/05/2024,18199,827,75,2017.46,7628.27
CAMP1478,Holiday Deals,Email Marketing,15/08/2024,122466,1979,167,1717.1,19717.2
CAMP1479,Winter Promo,Google Ads,25/07/2024,113092,1414,129,4164.36,12794
CAMP1480,Retargeting Campaign,Affiliate,14/10/2024,59224,3305,262,1836.1,26863.15
CAMP1481,New Product Launch,Email Marketing,18/06/2024,129029,7763,521,2372.16,15496.47
CAMP1482,New Product Launch,Google Ads,23/06/2024,98097,6679,970,1601.52,70032.55
CAMP1483,Holiday Deals,Google Ads,25/03/2024,134085,2659,300,3663.48,9208.85
CAMP1484,New Product Launch,Meta Ads,02/03/2024,107995,2709,344,1114.78,18504.91
CAMP1485,Flash Sale,Google Ads,20/11/2024,37301,2389,187,3360.59,21620.76
CAMP1486,Summer Sale,Email Marketing,03/01/2024,144031,8862,814,2277.49,63908.83
CAMP1487,Summer Sale,Affiliate,29/03/2024,38654,666,70,3109.57,3652.91
CAMP1488,Flash Sale,Email Marketing,07/11/2024,70074,2042,296,4858.36,19324.23
CAMP1489,Summer Sale,Meta Ads,30/07/2024,139294,4307,478,4331.4,43587.59
CAMP1490,New Product Launch,Meta Ads,17/04/2024,81173,4713,658,836.82,59904.09
CAMP1491,Summer Sale,Affiliate,04/10/2024,89510,5345,635,2898.95,49708.2
CAMP1492,Flash Sale,Affiliate,26/05/2024,115726,7705,677,321.31,23378.62
CAMP1493,Winter Promo,Meta Ads,16/05/2024,47188,3720,404,902.86,10586.13
CAMP1494,Retargeting Campaign,Meta Ads,20/01/2025,146865,1800,226,691.9,24137.6
CAMP1495,New Product Launch,Affiliate,18/07/2024,67284,3079,380,3541.42,33931.57
CAMP1496,Winter Promo,Email Marketing,17/07/2024,114200,8789,1290,1700.74,97024.07
CAMP1497,Winter Promo,TikTok Ads,13/04/2024,121146,8249,1142,3582.22,96799.62
CAMP1498,New Product Launch,Meta Ads,30/05/2024,122654,2749,298,1097.49,11139.09
CAMP1499,Holiday Deals,Email Marketing,21/01/2024,117330,3465,188,972.46,19665.07
CAMP1500,Winter Promo,TikTok Ads,26/08/2024,45581,583,82,3065.03,7984.02
CAMP1501,Retargeting Campaign,Email Marketing,08/02/2025,149221,5232,637,1725.72,26751.58
CAMP1502,Summer Sale,Affiliate,04/02/2024,137419,2907,263,2136.4,14449.3
CAMP1503,New Product Launch,TikTok Ads,18/06/2024,99580,3042,436,3167.75,29423.77
CAMP1504,Winter Promo,Google Ads,08/12/2024,95703,3942,542,3145.77,44505.34
CAMP1505,Winter Promo,TikTok Ads,14/07/2024,34720,1285,115,1557.58,12780.36
CAMP1506,Brand Awareness,Affiliate,15/02/2025,138361,5698,146,4511.75,5730.68
CAMP1507,Holiday Deals,Google Ads,26/03/2024,146026,6910,701,1211.75,58148.97
CAMP1508,New Product Launch,Email Marketing,23/02/2024,58891,2805,312,4885.87,30426.45
CAMP1509,Holiday Deals,Meta Ads,13/01/2024,125383,7545,188,551.59,7106.25
CAMP1510,Retargeting Campaign,Affiliate,06/02/2024,64675,4771,348,2365.4,21034.79
CAMP1511,Brand Awareness,Google Ads,18/07/2024,36013,1708,176,3168.08,16824.91
CAMP1512,Winter Promo,Google Ads,02/07/2024,136815,2384,291,1646.48,8337.3
CAMP1513,Clearance Event,Email Marketing,21/07/2024,13079,564,50,854.63,2954.96
CAMP1514,Retargeting Campaign,Meta Ads,01/06/2024,102813,7918,169,4398.88,5769.22
CAMP1515,Winter Promo,Google Ads,20/10/2024,108306,5155,737,1662.52,69889.46
CAMP1516,Brand Awareness,Meta Ads,30/07/2024,139362,2783,122,3161.05,5523.45
CAMP1517,Holiday Deals,Meta Ads,09/12/2024,19257,1340,189,4972.7,12497.91
CAMP1518,Holiday Deals,TikTok Ads,09/12/2024,22658,624,28,2986.86,3224.31
CAMP1519,Brand Awareness,Meta Ads,09/12/2024,66481,1130,113,4520.57,5850.98
CAMP1520,Clearance Event,TikTok Ads,11/11/2024,85130,4983,198,2920.94,19952.46
CAMP1521,Flash Sale,Meta Ads,03/01/2024,87107,2372,115,3751.12,7315.43
CAMP1522,Brand Awareness,Meta Ads,13/12/2024,91917,6567,526,1921.96,26587.82
CAMP1523,Holiday Deals,Meta Ads,26/11/2024,26488,1825,240,872.01,17726.83
CAMP1524,Retargeting Campaign,Google Ads,07/01/2025,24765,1794,234,3231.81,23695.83
CAMP1525,Flash Sale,Affiliate,18/04/2024,14609,710,64,4993.9,4301.47
CAMP1526,Summer Sale,TikTok Ads,19/07/2024,63538,4600,444,4314.39,14824.33
CAMP1527,Holiday Deals,Email Marketing,05/07/2024,136640,1467,74,4827.2,8745.71
CAMP1528,Summer Sale,Affiliate,12/03/2024,121974,2579,241,2915.9,25839.9
CAMP1529,Summer Sale,Email Marketing,02/07/2024,15595,394,32,501.73,1822.19
CAMP1530,Winter Promo,Meta Ads,22/09/2024,99699,3705,516,4431.45,12379.08
CAMP1531,Brand Awareness,Google Ads,26/12/2024,141674,7699,427,3761.17,33247.56
CAMP1532,Summer Sale,Email Marketing,30/11/2024,104226,3707,388,4210.25,27806.52
CAMP1533,Flash Sale,Meta Ads,21/09/2024,111389,3865,513,2536.94,34992.25
CAMP1534,Winter Promo,Affiliate,12/03/2024,120316,2597,77,3288.69,3168.68
CAMP1535,Summer Sale,Meta Ads,04/07/2024,36019,2027,149,1785.08,4668.75
CAMP1536,Clearance Event,Email Marketing,17/04/2024,47269,2614,191,1369.62,6262.61
CAMP1537,Summer Sale,Meta Ads,18/11/2024,139386,1776,167,468.38,7652.94
CAMP1538,Summer Sale,Affiliate,26/07/2024,9881,706,80,4142.26,9178.03
CAMP1539,New Product Launch,Email Marketing,06/11/2024,128578,9091,383,4185.75,30672.12
CAMP1540,Summer Sale,Affiliate,03/12/2024,138904,3961,452,1844.82,29536.85
CAMP1541,Holiday Deals,Meta Ads,12/07/2024,106046,2041,45,2709.01,4992.03
CAMP1542,Flash Sale,Meta Ads,06/11/2024,30244,678,93,3079.11,10023.1
CAMP1543,Holiday Deals,Google Ads,03/09/2024,39164,2864,258,205.76,29353.56
CAMP1544,Flash Sale,Affiliate,03/08/2024,102092,7272,804,2258.99,91529.1
CAMP1545,Clearance Event,Email Marketing,28/06/2024,30615,1217,64,3876.12,7104.55
CAMP1546,Holiday Deals,TikTok Ads,02/11/2024,147535,5695,253,3603.91,25032.39
CAMP1547,Holiday Deals,Affiliate,04/01/2024,103311,5766,630,1716.33,35423
CAMP1548,Summer Sale,Email Marketing,29/11/2024,71488,2022,181,2910.42,14695.04
CAMP1549,Flash Sale,Meta Ads,30/07/2024,149730,9712,803,1977.02,60619.38
CAMP1550,Retargeting Campaign,TikTok Ads,22/10/2024,95270,6115,438,862.73,46595.78
CAMP1551,Holiday Deals,Meta Ads,16/08/2024,47413,806,69,3973.19,6905.89
CAMP1552,Winter Promo,Meta Ads,18/07/2024,6386,423,53,2464.01,4241.3
CAMP1553,Holiday Deals,Google Ads,14/05/2024,63135,2270,225,3677.57,25440.41
CAMP1554,Flash Sale,Affiliate,01/12/2024,141578,4254,617,475.82,60071.64
CAMP1555,Summer Sale,Email Marketing,12/08/2024,7807,188,19,4058.77,923.41
CAMP1556,Winter Promo,Affiliate,18/09/2024,140217,8257,825,3435.32,46178.55
CAMP1557,Winter Promo,Meta Ads,14/02/2024,77335,4994,329,2096.69,25862.04
CAMP1558,Winter Promo,Google Ads,16/02/2024,149072,4459,570,4592.04,31241.43
CAMP1559,Retargeting Campaign,Meta Ads,06/11/2024,55993,2342,169,222.33,6338.09
CAMP1560,Holiday Deals,Affiliate,07/02/2024,136902,4188,599,4054.12,69286.89
CAMP1561,Retargeting Campaign,Email Marketing,12/07/2024,131780,8420,997,4813.95,65687.19
CAMP1562,Clearance Event,Affiliate,15/01/2024,131345,2382,68,3241.58,8120.55
CAMP1563,New Product Launch,TikTok Ads,30/07/2024,97562,4503,95,4194.45,4258.45
CAMP1564,Holiday Deals,Email Marketing,10/12/2024,94651,1450,204,2487.47,11292.17
CAMP1565,Retargeting Campaign,Meta Ads,17/01/2025,54851,2464,113,3730.06,12121.99
CAMP1566,New Product Launch,Meta Ads,13/04/2024,70456,4829,320,3938.9,10236.11
CAMP1567,Holiday Deals,Email Marketing,10/11/2024,6736,427,38,402.86,2592.71
CAMP1568,Brand Awareness,Email Marketing,21/10/2024,77019,3416,505,4596.83,24253.46
CAMP1569,New Product Launch,Affiliate,06/03/2024,19194,898,67,4710.34,1558.17
CAMP1570,Brand Awareness,Email Marketing,17/12/2024,50822,2134,76,2687.38,3918.95
CAMP1571,Winter Promo,Google Ads,11/12/2024,60247,2202,72,1935.69,7645.26
CAMP1572,Summer Sale,Affiliate,14/05/2024,67164,1938,280,1846.86,10749.58
CAMP1573,Flash Sale,Meta Ads,02/08/2024,102598,3647,262,2363.5,20210.93
CAMP1574,New Product Launch,Google Ads,04/01/2025,75765,5022,462,4310.28,18298.12
CAMP1575,Summer Sale,Email Marketing,16/02/2025,7553,168,14,4978.7,1469.15
CAMP1576,Brand Awareness,Email Marketing,02/06/2024,70791,3493,327,2112.33,29120.76
CAMP1577,Winter Promo,Meta Ads,20/02/2025,71660,3107,316,2359.3,16895.15
CAMP1578,Brand Awareness,TikTok Ads,13/10/2024,72558,2473,181,1885.23,15920.5
CAMP1579,New Product Launch,Affiliate,21/10/2024,146148,3247,394,1904.52,34403.8
CAMP1580,Clearance Event,Email Marketing,10/02/2024,104895,5554,445,4791.65,47537.47
CAMP1581,Brand Awareness,Email Marketing,19/11/2024,111108,7713,225,977.6,9634.9
CAMP1582,Brand Awareness,TikTok Ads,29/12/2024,75116,3934,280,4460.92,27467.27
CAMP1583,Brand Awareness,Affiliate,23/09/2024,123040,4796,210,310.89,19483.22
CAMP1584,Retargeting Campaign,Google Ads,17/04/2024,48754,1842,59,4696.61,3971.8
CAMP1585,Winter Promo,Google Ads,29/01/2025,109074,5091,761,698.86,62257.58
CAMP1586,Holiday Deals,Email Marketing,07/06/2024,65124,1779,101,3207.11,3345.9
CAMP1587,Summer Sale,Google Ads,18/01/2024,98543,6920,430,2485.54,50524.21
CAMP1588,Retargeting Campaign,Affiliate,15/08/2024,40419,3147,348,1049.78,27755.93
CAMP1589,Flash Sale,Affiliate,23/11/2024,144928,4590,298,2790.41,29940.29
CAMP1590,Clearance Event,TikTok Ads,06/07/2024,113056,3186,189,200.44,19190.68
CAMP1591,Summer Sale,TikTok Ads,26/05/2024,127997,6074,664,2561.27,63443.39
CAMP1592,Retargeting Campaign,Google Ads,27/01/2025,117836,7760,757,4024.48,56639.66
CAMP1593,New Product Launch,Email Marketing,14/10/2024,119584,4500,185,3738.17,10909.88
CAMP1594,Flash Sale,Meta Ads,14/05/2024,25764,1019,52,3869.78,5771.76
CAMP1595,Retargeting Campaign,TikTok Ads,28/11/2024,144445,9622,708,4296.71,27074.43
CAMP1596,Retargeting Campaign,Google Ads,22/11/2024,124365,6621,366,3189.22,14193.09
CAMP1597,Winter Promo,Meta Ads,26/01/2024,145239,1677,245,1554.15,7963.46
CAMP1598,Clearance Event,Google Ads,29/04/2024,28644,588,49,1841.18,2506.73
CAMP1599,Clearance Event,TikTok Ads,25/08/2024,13319,441,57,4767.89,1459.42
CAMP1600,Flash Sale,Google Ads,05/10/2024,128246,2912,397,1400.38,23088.62
CAMP1601,Winter Promo,Google Ads,28/01/2025,70263,2595,380,1386.38,45392.35
CAMP1602,New Product Launch,Email Marketing,11/01/2025,29631,1377,203,2469.56,17893.28
CAMP1603,Retargeting Campaign,TikTok Ads,22/03/2024,16058,997,91,786.28,6199.19
